run_id,model,regime,family_set,family,seed,n_family,n_normal,n_test,positive_rate,precision,recall,f1,roc_auc,accuracy,balanced_accuracy,macro_f1,notes
phase7-recovery-f0.25,scratch_logreg,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.937388,0.887179,0.911593,0.990426,0.95081,0.931729,0.938759,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_mlp,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.829446,0.997578,0.905776,0.995744,0.941079,0.958129,0.931457,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_mlp,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.808605,0.863911,0.835343,0.967513,0.903097,0.891295,0.883345,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_mlp,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.812558,0.890832,0.849896,0.962099,0.910784,0.904756,0.893213,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_mlp,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.829846,0.982267,0.899646,0.983648,0.936969,0.950473,0.926851,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_mlp,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.112615,0.498069,0.183695,0.844499,0.910142,0.708375,0.568075,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_mlp,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.824241,0.938478,0.877658,0.977398,0.924401,0.928579,0.911479,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_mlp,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.784799,0.744153,0.763936,0.967883,0.868947,0.831417,0.836616,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_mlp,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.827712,0.97339,0.89466,0.984111,0.934349,0.946035,0.923488,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,scratch_mlp,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.824408,0.953832,0.88441,0.981166,0.928729,0.936256,0.916446,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,svm,target_frozen_test,native,backdoor,42,9911,25000,34911,0.283893,0.946137,0.999596,0.972132,0.999719,0.98373,0.988518,0.980322,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,svm,target_frozen_test,native,ddos,42,9942,25000,34942,0.284529,0.935395,0.821364,0.874679,0.979618,0.933032,0.899402,0.914493,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,svm,target_frozen_test,native,dos,42,9893,25000,34893,0.283524,0.940076,0.89437,0.916654,0.972613,0.953888,0.935905,0.94239,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,svm,target_frozen_test,native,injection,42,10094,25000,35094,0.287628,0.945591,0.971072,0.958162,0.988388,0.975608,0.974256,0.970474,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,svm,target_frozen_test,native,mitm,42,518,25000,25518,0.020299,0.204513,0.279923,0.236349,0.91286,0.963281,0.628681,0.608768,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,svm,target_frozen_test,native,password,42,10159,25000,35159,0.288945,0.946677,0.985629,0.96576,0.994687,0.979806,0.981534,0.97572,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,svm,target_frozen_test,native,ransomware,42,9963,25000,34963,0.284958,0.946111,0.993877,0.969406,0.991162,0.982124,0.985659,0.97839,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,svm,target_frozen_test,native,scanning,42,10034,25000,35034,0.286407,0.945296,0.971298,0.95812,0.992057,0.975681,0.974369,0.970493,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
phase7-recovery-f0.25,svm,target_frozen_test,native,xss,42,10007,25000,35007,0.285857,0.93975,0.879085,0.908406,0.989056,0.949324,0.928262,0.936689,"one-vs-normal against the frozen half's normal rows; budget 25.00% of the pool, n_ft=26380; TON_IoT's own attack types (schema_map.FAMILY_NATIVE_COL)"
